name,owner,phone,website,email,logo,street,city,zip_code
Gesundheitszentrum Gut,,+41 44 768 30 15,gut-training.ch,info@gut-tut-gut.ch,https://admin.fitness-classification.ch//storage/media/365/624c2683e650c.jpg,Erspachstrasse 5,Mettmenstetten,8932
Pilates Biel GmbH,Carole und Andrea Bilat,+41 79 244 30 33,pilates-biel.ch,info@pilates-biel.ch,,Oberer Quai 51,Biel/Bienne,2502
fitnessplus Schweiz AG,Tara Lacher,+41 44 832 80 00,www.fitnessplus.ch,info@fitnessplus.ch,,Hammerweg 1,Wallisellen,8304
Pitsch Fitness Wellness Center,Vincenzo Pugliese,+41 44 710 50 00,www.pitsch-fitness.ch,info@pitsch-fitness.ch,,Talstrasse 10,Adliswil,8134
GMS-Fitness,,,,info@gms-personalcoaching.ch,,Seestrasse 72e,Richterswil,8805
ONE MORE GmbH,Aaron Müller,+41 43 499 80 10,www.onemoretraining.ch,info@onemoretraining.ch,https://admin.fitness-classification.ch//storage/media/432/62bbefc20500b.jpg,Wehntalerstrasse 5,Schleinikon,8165
EveryBody's Fitness Studio,Oliver Schaub,,www.fitbo.ch,fitbo@bluewin.ch,,Baslerstrasse 43,Bottmingen,4103
INFINITI Fitness,Joel Giger,+41 62 535 53 16,infiniti-fitness.ch,info@infiniti-fitness.ch,https://admin.fitness-classification.ch//storage/media/221/624c179ba8fb2.jpg,Blumenauweg 1,Frick,5070
fitness-365,,+41 62 288 35 21,www.fitness-365.ch,fitness-365@bluewin.ch,,Industriestrasse 17,Lostorf,4654
T-Gym,Bea Odermatt,+41 41 360 01 22,www.tribschentraining.ch,office@tribschentraining.ch,,Grimselweg 5,Luzern,6005
80'20 AG,Ornella Poltéra,+41 81 868 83 92,www.80zwanzig.ch,info@80zwanzig.ch,,Triststrasse 8,Chur,7000
Fitnesscenter Body Fit,Paolo Amato,+41 52 343 66 77,body-fit.ch,info@body-fit.ch,,Lindauerstrasse 15,Tagelswangen,8317
GYM medico GmbH,,+41 61 2617614,www.gymmedico.ch,praxis@gymmedico.ch,https://admin.fitness-classification.ch//storage/media/143/624b1a9fc28a9.jpg,Hebelstrasse 56,Basel,4056
WOW! Fitness,,+41 52 301 27 37,www.wow-training.ch,sport@wow-training.ch,,Gewerbestrasse 11,Kleinandelfingen,8451
Equilibre Fitness,,+41216171244,www.equilibre-fitness.ch,contact@equilibre-fitness.ch,,Avenue de Montschoisi 15,Lausanne,1006
one-cycling gmbH,,+41523453484,www.one-cycling.ch,info@one-cycling.ch,,Bankstrasse 8/12,Winterthur,8400
SWISS TRAINING,Manuela Sinani,+41 62 834 33 44,swiss-training.ch,info@swiss-training.net,https://admin.fitness-classification.ch//storage/media/214/624c16c5de8f8.jpg,Rohrerstrasse 100,Aarau,5000
Fitpool Premium Training,Maggie Weber,+41 71 988 75 15,www.fitpool.ch,info@fitpool.ch,https://admin.fitness-classification.ch//storage/media/462/635a4eb941f35.jpg,Ebnaterstrasse 70,Wattwil,9630
hi5sports,Patricia und Beni Blusch,,www.hi5sports.ch,mail@hi5sports.ch,https://admin.fitness-classification.ch//storage/media/375/624c27e484b6e.jpg,Industriestrasse 1,Sevelen,9475
GRAF tut gut,Mauro Bissig,+41413600522,www.graftutgut.ch,info@graftutgut.ch,https://admin.fitness-classification.ch//storage/media/426/6291cc787f1bd.png,Brünigstrasse 20,Luzern,6005
Fitness-Center Wädenswil,,+41 44 780 32 79,waedi-fit.ch,info@waedi-fit.ch,,Speerstrasse 95,Wädenswil,8820
fitnessplus Basel,,+41 61 338 90 20,fitnessplus.ch,info@fitnessplus.ch,,Dornacherstrasse 210,Basel,4053
fitnessplus Wetzikon,,+41 43 497 08 40,fitnessplus.ch,info@fitnessplus.ch,,Hofstrasse 106,Wetzikon ZH,8620
Fitorama AG Fitness Center,,+41 61 272 66 23,fitorama.ch,info@fitorama.ch,,Lange Gasse 90,Basel,4052
Swiss Training Regensdorf,,+41 44 840 56 30,swiss-training.ch,swisstraining@swissonline.ch,,Pumpwerkstrasse 23,Regensdorf,8105
fitnessplus Arbon,,+41 71 447 89 89,www.fitnessplus.ch,info@fitnessplus.ch,,St. Gallerstrasse 11,Arbon,9320
fitnessplus Herisau,,+41 71 351 64 66,fintessplus.ch,info@fitnessplus.ch,,Industriestrasse 28,Herisau,9100
TC Training Center Lachen,,+41 55 442 50 33,tc-schwyz.ch,lachen@tc-schwyz.ch,,Feldmoosstrasse 49,Lachen SZ,8853
fitnessplus Zürich,,+41 44 302 40 50,fitnessplus.ch,info@fitnessplus.ch,,Thurgauerstrasse 40,Zürich,8050
Fitnesscenter Goodfit,,+41 56 496 88 08,goodfit.ch,info@goodfit.ch,,Mellingerstrasse 12,Niederrohrdorf,5443
Grand Hotel Victoria-Jungfrau & Spa,,+41 33 828 27 10,victoria-jungfrau.ch,info@victoria-jungfrau.ch,,Höhenweg 41,Interlaken,3800
GYM FIT CLUB BERN,Ruben Kaser,+41 31 340 03 50,www.gymfit.ch,info@gymfit.ch,,Randweg 9,Bern,3013
Holmes Place Zürich,,+41 44 215 24 20,holmesplace.ch,zuerich@holmesplace.ch,,Steinmühleplatz 1,Zürich,8021
Holmes Place AG,,+41 44 722 53 20,,seepark@holmesplace.ch,,Seestrasse 97,Oberrieden,8942
Meditop Training GmbH,,+41 62 777 07 57,meditop.ch,info@meditop.ch,,Schulstrasse 9,Seengen,5707
Now! Training + Therapie AG,,+41 44 905 99 99,now-uster.ch,info@now-uster.ch,,Oberlandstrasse 104,Uster,8610
Physical-Fitness,,+41 62 752 20 52,physical.ch,fitness@physical.ch,,Untere Grabenstrasse 42,Zofingen,4800
Log3 St-Légier,,+41 21 943 55 77,,info@log3.ch,,Rte Industrielle 2,St-Légier-Chiésaz,1806
Gi Fitness,Samuele Drakopulos,+41 62 849 00 10,www.gi-fitness.ch,info@gi-fitness.ch,,Schachenstrasse 4,Niedergösgen,5013
Green Club S.A.,Oliver Diserens,+41 21 648 34 54,green-club.ch,info@green-club.ch,,Chemin des Epinettes 1,Romanel-s-Lausanne,1032
Holmes Place,,+41 22 818 47 70,holmesplace.ch,seepark@holmesplace.ch,,Rue de Rôhne 50,Genève,1204
Holmes Place,,+41 21 310 47 70,holmesplace.ch,seepark@holmesplace.ch,,Rue de la Mercerie 12,Lausanne,1003
Athletik Club 90 S.A.,,+41 91 857 65 57,athletikclub90.ch,info@athletikclub90.ch,,Via Pobbia 6,Sementina,6514
Benefit Centro Di Allemaneto,,+41 91 862 45 55,,benefisio@bluewin.ch,,Via Tognola 6,Biasca,6710
California Parco Acquatico,,+41 91 695 70 00,california-acquapark.ch,info@california-acquapark.ch,,Via San Gottardo 4,Balerna,6828
CBR - Centro Balneare Regionale SA,,+41 91 759 90 00,lidolocarno.ch,info@lidolocarno.ch,,Via Respini 11,Locarno,6601
LOG3 SA Fitness-Spa,,+41 21 922 82 60,log3.ch,info@log3.ch,,Rue du Panorama 12,Vevey,1800
Swiss Gym Fitnessstudio,,+41 31 305 90 19,swiss-gym.com,info@swiss-gym.com,,Kirchlindachstrasse 8,Zollikofen,3052
Holmes Place Crowne Plaza,,+41 44 404 85 00,www.holmesplace.ch,info@holmesplace.com,,Badenerstrasse 420,Zürich,8004
Time Out,Iwan Kälin,+41 41 530 33 33,timeout-training.ch,info@timeout-training.ch,https://admin.fitness-classification.ch//storage/media/249/624c1b0a0a566.jpg,Bodenstrasse 20,Küssnacht am Rigi,6403
Happy Gym,,+41 41 378 09 90,happygym.ch,info@happygym.ch,,Huobmattstrasse 7,Meggen,6045
Le Five.Club Sàrl,,,www.fiveclub.ch,emilie@fiveclub.ch,,Route de Porrentruy 74,Delémont,2800
Claudia's Figurstudio GmbH,,+41 32 675 75 88,www.ladyform-biberist.ch,welcome@ladyform-biberist.ch,,Hauptstrasse 19,Biberist,4562
Ardisla Fitness & Physio,,+41 81 633 18 01,www.ardislafitness.ch,bisculmphysiotherapie@bluewin.ch,,Via Burgaisa 8,Domat/Ems,7013
Move It Fitness Gstaad GmbH,,+41 79 356 14 77,www.sportzentrum-gstaad.ch,move-it@sportzentrum-gstaad.ch,,Sportzentrumstrasse 5,Gstaad,3780
Espace Equilibre Centre Wellness Femmes Sàrl,Bastien Neuhaus,+41 32 913 22 88,www.espaceequilibre.ch,info@espaceequilibre.ch,https://admin.fitness-classification.ch//storage/media/497/63ef9c59f0a0a.png,Av. Léopold-Robert 19,La Chaux-de-Fonds,2300
Pacific Fitness sarl,,+41 32 493 60 88,www.pacific-fitness.ch,pacificfitness@bluewin.ch,,Rue du Cagreu 103,Perrefitte,2742
Fitforme,,+41 21 948 02 49,,fitforme@bluewin.ch,,Grand-Rue 10,Châtel-St-Denis,1618
Sport Quest SA,Sébastien Grossini,+41 22 320 65 65,www.sportquest.ch,desk@sportquest.ch,https://admin.fitness-classification.ch//storage/media/509/6495776a8c7f4.png,Av. Henri Dunant 13,Genève,1205
Wellness Fitness Wellness Center,,+41 33 971 22 00,www.fitnesswellness.ch,janine.locher@fitnesswellness.ch,,Schulhausgasse 1,Meiringen,3860
Xplode Fitness  & Shop Sàrl,Pirali Erminio,+41 24 472 11 72,www.xplode-fitness.ch,info@xplode-fitness.ch,https://admin.fitness-classification.ch//storage/media/500/64216162bb8bf.png,Avenue du Simplon 100 F,Monthey,1870
Move-Fitness GmbH,,,www.mymove-fitness.ch,neumann@mymove-fitness.ch,,Sägereistrasse 10,Glattbrugg,8152
Atomix Fitness,,+41 44 240 10 40,www.atomixburn.com,rick@atomixburn.com,,Freischützgasse 10,Zürich,8004
Lionel Tosalli TosalGym,,+41 32 968 57 60,www.tosalgym.ch,info@tosalgym.ch,,Alexis-Marie-Piaget 73,La Chaux-de-Fonds,2300
MICHAELA FIT,,,www.michaelafit.ch,michaela@michaelafit.ch,https://admin.fitness-classification.ch//storage/media/109/624b152b555f4.jpg,Rötiweg 8B,Herzogenbuchsee,3360
Splash & SPA Tamaro SA,,+41 91 936 22 22,www.splashespa.ch,info@splashespa.ch,,via Campagnole 1,Rivera,6802
coos gym,,+41 26 411 08 61,www.coosgym.ch,laurent.coos@gmail.com,,coos gymZ:l. d'in Riaux 8,Farvagny-le-Grand,1726
FitPlus Vouillamoz Sarl,,+41 27 746 46 77,www.fitplus-fully.ch,fitplus@netplus.ch,https://admin.fitness-classification.ch//storage/media/39/624715c5a75cb.png,Route de la Gare 10,Fully,1926
Silvergym NL Sarl,,+41 27 565 13 69,www.silver-gym.ch,info@silver-gym.ch,,Rue de la poste 23,Fully,1926
N&A Fitness Coaching,,+41 27 327 65 70,www.n-a-fitness-coaching.ch,n.a.fitness.coaching@gmail.com,,Rue du Scex 16B,Sion,1950
"Sihlpark Fitness & Wellness, Free Time AG",,+41 44 787 51 00,www.sihlpark-wellness.ch,karin.winzeler@sihlpark-wellness.ch,,Chaltenbodenstrasse 16,Schindellegi,8834
Number1 Complex GmbH,,,www.number1complex.ch,info@number1complex.ch,,Solothurnstrasse 1,Biel/Bienne,2504
Movimento Physio- und Trainingstherapie GmbH,Melina Dürr,+41 61 963 00 23,www.physiomovimento.ch,info@physiomovimento.ch,,Ueli Schadweg 3,Oberdorf BL,4436
New Craft,,+41 43 422 55 00,www.newcraft.ch,info@newcraft.ch,,Bauelenzelgstrasse 8,Hüntwangen,8194
Factory Fitness Einsiedeln GmbH,,+41 55 412 61 00,www.factory-fitness.ch,info@factory-fitness.ch,,Zürichstrasse 38,Einsiedeln,8840
Le Lab eaux-Vives SA,,+41 76 360 54 25,www.lelab.fit,info@lelab.fit,,Rue de la Mairie 3,Genève,1207
PhysioArt&Fitness Bucheggberg gmbH,,+41 32 661 07 50,www.physio-art.ch,info@physio-art.ch,https://admin.fitness-classification.ch//storage/media/200/624c14ece8c5d.jpg,Hauptstrasse 4,Hessigkofen,4577
saphiraz gmbh,,+41 44 925 11 33,www.saphiraz.com,info@saphiraz.com,,General-Wille-Strasse 133,Meilen,8706
Oasis Spa Sarl. Wellness et Fitness,,+41244415262,www.oasis-wellness.ch,fitness@oasis-wellness.ch,,Rue de l'Industrie 5,Chavornay,1373
Fitness Gisler GmbH,,+41 41 870 15 05,www.gisler-fitness.ch,info@fitnessgisler.ch,,Umfahrungsstrasse 2,Schattdorf,6467
JAM 29 Aerobic Factory,,,www.jam29.ch,silvia@jam29.ch,https://admin.fitness-classification.ch//storage/media/373/624c27a794bff.jpg,Moosweg 11,Buchs SG,9470
URBANRIDE,,+41223475886,www.urbanride.ch,marc@urbanride.ch,,Rue Sautter 15,Genève,1205
jalo-fit,,,www.jalo-fit.ch,info@jalo-fit.ch,https://admin.fitness-classification.ch//storage/media/372/624c2782ee754.jpg,Bitziweg 6,Montlingen,9462
FITNESS MARECHAL SNC,Chantal Nicolet / Myriam Maréchal,,www.fitness-marechal.ch,fitnessmarechal@gmail.com,,Rue de Champréveyres 3,Neuchâtel,2000
Il Centro Locarno,,+41912210204,www.ilcentro.ch,info@ilcentro.ch,,Via Lavizzari 10a,Locarno,6600
Il Centro Lugano,Marco Alfano,+41912210207,www.ilcentro.ch,info@ilcentro.ch,,Via Petrini 2,Lugano,6900
TCI Gesundheitszentrum Ruswil KIG,Michael Baumeler,+41414950404,www.gesundheitszentrum-ruswil.ch,info@tci-ruswil.ch,,Grindel 37,Ruswil,6017
Physiotherapie Ryser AG,Dominic Ryser,+41439352820,www.physio-ryser.ch,info@physio-ryser.ch,https://admin.fitness-classification.ch//storage/media/465/6374c56b52fb4.png,Industriestrasse 1,Grüningen,8627
Talos-gym,,+419804444,www.talos-gym.ch,diego.baldelli@talos-gym.ch,https://admin.fitness-classification.ch//storage/media/429/62b1a0702f496.jpg,Neuhofstrasse 21d,Baar,6340
ALESSANDRO SPORT PHYSIOTHERAPIE,,,www.alessandro-sport-physiotherapie-luzern.business.site,alessandro.sport.physio@gmail.com,,Obergrundstrasse 28,Luzern,6003
Center de Santé La Lignière SA,Réception,+41229996465,cds.la-ligniere.ch,cds@la-ligniere.ch,https://admin.fitness-classification.ch//storage/media/441/62fcfb1905402.png,La Lignière 5,Gland,1196
ELITE FITNESS,,,www.fitness-elite.ch,info@fitness-elite.ch,,Route de Larret 28,Monthey,1870
KOKON Fitness & Spa,,004232642060,www.kokon-fitness.li,office@kokon-fitness.li,,Industriering 3 3,Ruggell,9491
DIE INSEL Training,Valerie Frei,+41612727595,www.insel-training.ch,info@insel-training.ch,https://admin.fitness-classification.ch//storage/media/450/6340267089198.png,Steinenring 45,Basel,4051
Fixyoulab Sagl,Elena Tacchini,+41917511173,,fisioterapia@fixyoulab.ch,,Via Varesi 7a,Locarno,6600
MedAction Physiotherapie,Eleonora Preite,+41445278848,www.medaction.ch,pfaeffikon@medaction.ch,,Sennhofweg 23,Zollikerberg,8125
CorpoSana,Miguel Pelaez,+41613387070,www.corposana.ch,info@corposana.ch,https://admin.fitness-classification.ch//storage/media/472/63a93ef11455f.jpg,Münchensteinerstrasse 220,Basel,4053
well come Invest GmbH,,+41527213692,www.wellcomefit.ch,info@wellcomefit.ch,,Tösstalstrasse 100,Rikon im Tösstal,8486
bleibgesund GmbH,Bruno Röthlisberger,+41333564227,www.bleibgesund.ch,admin@bleibgesund.ch,,Postgässli 24,Uetendorf,3661
Therapiezentrum Gleis 1 AG,Daniela Rota,+41565558885,www.tz-gleis1.ch,office@tz-gleis1.ch,,Grosszelgstrasse 18,Würenlos,5436
Move Center,Pierre-Luc Taris,,www.movecenter.ch,info@movecenter.ch,https://admin.fitness-classification.ch//storage/media/508/647dbdb1155b3.png,Route du Simplon 67,Ardon,1957
es physiotherapie,Egle Sausys,+41580582060,www.esphysiotherapie.ch,info@esphysiotherapie.ch,,Dorfstrasse 81,Geroldswil,8954
Physio Bornemann GmbH,Sylvia Bornemann,+41715588818,www.physio-bornemann.ch,info@physio-bornemann.ch,,St. Jakob-Strasse 89,St. Gallen,9000
Move Concept Sàrl,,,www.franckcoach.ch,info@moveconcept.ch,,Rue de Granges 5b,Biel/Bienne,2504
Franckcoach,Franckcoach,,www.franckcoach.ch,info@franckcoach.ch,,De granges 5b,Biel/Bienne,2504
Provital Physiotherpie & Gravitytraining,,+41449862010,www.provital.ch,info@provital.ch,,Büelstrasse 29,Egg b. Zürich,8132
Energy Zone Sàrl,Mathieu Schaffner,,www.energy-zone.ch,info@energy-zone.ch,,Route de Delémont 40,Courrendlin,2830
Eulachfit GmbH,Lisa Hugentobler,,,info@eulachfit.ch,,St. Gallerstrasse 18,Elgg,8353
Central Gym Burgdorf,,,www.cetralgym.ch,burgdorf@centralgym.ch,,Lyssacherstrasse 111,Burgdorf,3400
Fusion Sports Academy AG,Tim Schlapbach,+41313316746,www.fusionsports.ch,gym@fusionsports.ch,,Freiburgstrasse 251,Bern,3018
physio5 / fitness5 GmbH,Manuela Treuthardt,+41313050505,www.physio5.ch,info@physio5.ch,https://admin.fitness-classification.ch//storage/media/492/63d394c576bfe.jpg,Könizstrasse 60,Bern,3008
Schulthess Training,,+41443857550,www.schulthess-klinik.ch,schulthess-training@kws.ch,,Lengghalde 2,Zürich,8008
Olympia Fitness,Quentin Voutaz,,www.olympiafitness.ch,info@olympiafitness.ch,,Rue des parties 37,Sembrancher,1933
Sport Rock Fitness Willisau,,+419700865,www.sportrock.ch,fitness@sportrock.ch,,Wydenmatt 8,Willisau,6130
Il Centro di Mendrisio,Marco Maria Manfredi,+41912210220,www.ilcentro.ch,contatti@ilcentro.ch,,Via San Martino 16,Mendrisio,6850
Physiofit Surselva GmbH,,091 936 06 60,www.physiofit-surselva.ch,physiofit@kns.ch,,Via Centrala 4,Ilanz,7130
TC Training Center Bad Ragaz,Andryn Savary,+41813028643,www.tc-training.fit,info@tc-training.fit,,Elestastrasse 1,Bad Ragaz,7310
Physiothérapie Simon Helfer SA,,+41266524952,www.helferphysio.ch,info@helferphysio.ch,,Rte de l'Hôpital 1,Billens,1681
Vital Lounge GmbH,,+41627451800,www.vital-lounge.ch,mail@vital-lounge.ch,https://admin.fitness-classification.ch//storage/media/501/6436714556e0c.png,Tulpenweg 8,Rothrist,4852
self-fitness.ch AG,,+41334371060,www.self-fitness.ch,info@self-fitness.ch,,Im Schoren 4,Gwatt (Thun),3645
Central Gym Münchenbuchsee,Granit Ramaj,,www.centralgym.ch,muenchenbuchsee@centralgym.ch,,Talstrasse 9,Münchenbuchsee,3053
physio fontijne & meditrain GmbH,Mark Fontijne,+41418554022,www.physiofontijne.ch,info@physiofontijne.ch,,Parkstrasse 5a,Goldau,6410
SELFGYM GmbH,Argent Kastrati,,www.selfgym.ch,argent.kastrati@gmail.com,https://admin.fitness-classification.ch//storage/media/510/64999165449a1.png,Gewerbestrasse 12,Zuchwil,4528
QuantumGym Altendorf,,,quantum-gym.ch,altendorf@quantum-gym.ch,,Zürcherstrasse 102,Altendorf,8852
QuantumGym Ziegelbrücke,,,quantum-gym.ch,ziegelbruecke@quantum-gym.ch,,Turbinenweg 2,Ziegelbrücke,8866
Physiotherapie Leuenfeld,Brenda Peregrina,+41623962573,www.physio-leuenfeld.ch,physio@leuenfeld.ch,,Solothurnstrasse 37a,Oensingen,4702
ActiFree - Fitness and More,,,www.actifree.ch,accounts@actifree.ch,,Schaffhauserstrasse 31,Stein AG,4332
Power Fitness Ortega,,,,poverfitnessortega@gmail.com,,Petits Champs 11D,Yverdon-les-Bains,1400
STATERA Personal Training AG,,+41612710014,www.statera.swiss,info@statera.swiss,,Aeschengraben 20,Basel,4051
